age,education,default,housing,loan,campaign,emp.var.rate,y
31,basic.9y,no,no,no,4,-1.8,yes
51,high.school,no,yes,yes,4,-1.8,yes
43,high.school,no,no,no,4,-1.8,yes
47,high.school,no,yes,no,2,-1.8,yes
25,basic.9y,no,yes,no,3,-1.8,yes
34,basic.6y,unknown,yes,no,4,-1.8,yes
29,high.school,no,yes,no,4,-1.8,yes
25,high.school,no,no,no,3,-1.8,yes
45,university.degree,no,no,no,4,-1.8,yes
31,university.degree,no,yes,no,7,-1.8,yes
50,high.school,no,no,yes,8,-1.8,yes
30,university.degree,no,yes,no,4,-1.8,yes
35,professional.course,no,no,no,3,-1.8,yes
41,high.school,no,no,no,4,-1.8,yes
44,basic.9y,no,yes,no,2,-1.8,yes
36,high.school,unknown,no,no,3,-1.8,yes
57,high.school,no,yes,yes,3,-1.8,yes
28,university.degree,no,yes,no,1,-1.8,yes
44,basic.6y,no,unknown,unknown,1,-1.8,yes
44,high.school,no,no,no,4,-1.8,yes
33,professional.course,no,yes,no,1,-1.8,yes
29,professional.course,no,yes,no,1,-1.8,yes
31,high.school,unknown,yes,no,1,-1.8,yes
33,high.school,no,no,no,1,-1.8,yes
37,university.degree,no,no,no,1,-1.8,yes
33,professional.course,no,no,no,1,-1.8,yes
29,university.degree,no,yes,no,1,-1.8,yes
45,university.degree,no,no,no,1,-1.8,yes
46,professional.course,no,yes,no,1,-1.8,yes
33,high.school,no,no,yes,4,-1.8,yes
44,high.school,no,yes,no,1,-1.8,yes
30,high.school,no,no,no,3,-1.8,yes
33,basic.4y,no,no,no,1,-1.8,yes
39,professional.course,no,yes,yes,1,-1.8,yes
39,university.degree,no,yes,no,1,-1.8,yes
37,university.degree,unknown,yes,no,1,-1.8,yes
43,professional.course,no,yes,no,1,-1.8,yes
46,university.degree,no,yes,no,5,-1.8,yes
32,basic.4y,no,no,no,2,-1.8,yes
36,basic.4y,unknown,yes,no,2,-1.8,yes
29,high.school,no,yes,no,2,-1.8,yes
33,university.degree,no,no,no,4,-1.8,yes
32,high.school,unknown,yes,no,2,-1.8,yes
33,professional.course,no,yes,no,2,-1.8,yes
37,university.degree,no,yes,no,3,-1.8,yes
58,university.degree,no,yes,no,3,-1.8,yes
46,professional.course,unknown,no,yes,5,-1.8,yes
32,high.school,unknown,no,no,3,-1.8,yes
52,basic.9y,no,no,yes,2,-1.8,yes
40,professional.course,no,yes,no,1,-1.8,yes
38,high.school,no,yes,no,1,-1.8,yes
81,unknown,unknown,yes,yes,1,-1.8,yes
45,university.degree,no,no,no,1,-1.8,yes
26,university.degree,no,no,no,1,-1.8,yes
35,professional.course,no,no,no,1,-1.8,yes
48,university.degree,no,yes,no,1,-1.8,yes
45,unknown,no,yes,no,1,-1.8,yes
19,basic.9y,no,yes,no,1,-1.8,yes
27,university.degree,no,yes,no,1,-1.8,yes
18,high.school,no,no,no,1,-1.8,yes
48,university.degree,no,yes,no,2,-1.8,yes
57,university.degree,no,yes,no,2,-1.8,yes
43,high.school,no,no,no,1,-1.8,yes
26,professional.course,no,no,yes,2,-1.8,yes
28,professional.course,no,no,no,1,-1.8,yes
31,high.school,no,no,no,2,-1.8,yes
35,university.degree,no,yes,yes,2,-1.8,yes
30,university.degree,no,yes,yes,4,-1.8,yes
37,university.degree,no,yes,no,1,-1.8,yes
37,university.degree,no,no,no,2,-1.8,yes
44,high.school,no,yes,yes,1,-1.8,yes
53,professional.course,no,no,no,1,-1.8,yes
36,high.school,no,no,no,1,-1.8,yes
54,university.degree,no,no,no,1,-1.8,yes
55,basic.9y,no,no,yes,1,-1.8,yes
56,university.degree,no,yes,no,1,-1.8,yes
46,university.degree,no,no,no,1,-1.8,yes
34,university.degree,no,yes,no,2,-1.8,yes
54,university.degree,no,no,no,1,-1.8,yes
43,basic.9y,no,no,yes,1,-1.8,yes
25,university.degree,no,unknown,unknown,7,-1.8,yes
37,university.degree,no,yes,no,1,-1.8,yes
36,university.degree,no,yes,no,1,-1.8,yes
50,university.degree,no,no,yes,4,-1.8,yes
35,high.school,no,yes,no,1,-1.8,yes
42,professional.course,no,no,no,1,-1.8,yes
30,high.school,no,yes,no,2,-1.8,yes
31,university.degree,no,no,no,2,-1.8,yes
54,basic.4y,no,unknown,unknown,3,-1.8,yes
28,university.degree,no,no,yes,1,-1.8,yes
36,university.degree,no,yes,no,2,-1.8,yes
34,professional.course,no,yes,no,2,-1.8,yes
60,university.degree,no,yes,no,1,-1.8,yes
31,university.degree,no,yes,no,1,-1.8,yes
58,university.degree,no,yes,no,1,-1.8,yes
33,basic.9y,no,yes,no,1,-1.8,yes
27,high.school,no,yes,yes,1,-1.8,yes
33,university.degree,no,yes,no,1,-1.8,yes
28,university.degree,no,yes,no,1,-1.8,yes
31,high.school,no,yes,no,2,-1.8,yes
36,high.school,no,no,no,1,-1.8,yes
25,university.degree,no,yes,no,1,-1.8,yes
22,high.school,no,yes,yes,2,-1.8,yes
28,basic.9y,no,yes,no,1,-1.8,yes
27,university.degree,no,yes,no,1,-1.8,yes
32,professional.course,no,yes,no,1,-1.8,yes
25,university.degree,no,yes,no,1,-1.8,yes
21,high.school,no,yes,no,2,-1.8,yes
28,basic.9y,no,no,no,3,-1.8,yes
22,unknown,no,no,no,1,-1.8,yes
26,university.degree,no,yes,no,2,-1.8,yes
41,basic.9y,no,yes,no,1,-1.8,yes
29,high.school,no,no,yes,1,-1.8,yes
30,professional.course,no,no,no,3,-1.8,yes
31,high.school,no,no,no,1,-1.8,yes
54,basic.9y,no,no,no,1,-1.8,yes
34,university.degree,no,yes,yes,1,-1.8,yes
31,basic.4y,no,no,no,1,-1.8,yes
50,university.degree,no,yes,yes,3,-1.8,yes
56,basic.4y,no,no,no,3,-1.8,yes
29,university.degree,no,yes,no,4,-1.8,yes
26,university.degree,no,no,no,1,-1.8,yes
33,university.degree,no,yes,no,1,-1.8,yes
32,high.school,no,no,no,1,-1.8,yes
26,university.degree,no,no,no,2,-1.8,yes
32,university.degree,no,yes,no,1,-1.8,yes
38,university.degree,no,no,no,1,-1.8,yes
56,university.degree,no,no,no,2,-1.8,yes
26,high.school,no,yes,no,3,-1.8,yes
24,professional.course,no,unknown,unknown,2,-1.8,yes
32,high.school,no,yes,no,2,-1.8,yes
38,university.degree,no,yes,no,2,-1.8,yes
24,university.degree,no,yes,no,9,-1.8,yes
26,university.degree,no,yes,no,4,-1.8,yes
60,university.degree,no,yes,no,3,-2.9,yes
29,high.school,no,yes,no,1,-2.9,yes
35,professional.course,no,yes,no,1,-2.9,yes
32,university.degree,no,yes,no,1,-2.9,yes
27,university.degree,no,yes,yes,1,-2.9,yes
37,basic.6y,no,yes,no,1,-2.9,yes
36,university.degree,no,yes,no,1,-2.9,yes
36,university.degree,no,yes,no,1,-2.9,yes
29,high.school,no,yes,no,1,-2.9,yes
36,university.degree,no,yes,no,1,-2.9,yes
57,professional.course,no,yes,no,2,-2.9,yes
52,university.degree,no,yes,no,1,-2.9,yes
28,university.degree,no,no,no,1,-2.9,yes
32,professional.course,no,unknown,unknown,2,-2.9,yes
31,basic.9y,no,no,no,1,-2.9,yes
31,basic.9y,no,yes,no,1,-2.9,yes
59,professional.course,no,yes,yes,1,-2.9,yes
32,university.degree,no,no,no,1,-2.9,yes
33,university.degree,no,no,no,2,-2.9,yes
37,university.degree,no,yes,yes,2,-2.9,yes
45,basic.9y,no,no,no,2,-2.9,yes
65,basic.9y,no,no,no,1,-2.9,yes
49,university.degree,no,yes,no,1,-2.9,yes
21,high.school,no,yes,no,2,-2.9,yes
36,university.degree,no,no,no,1,-2.9,yes
29,university.degree,no,no,no,1,-2.9,yes
49,university.degree,no,no,no,2,-2.9,yes
45,basic.9y,no,no,no,2,-2.9,yes
36,university.degree,no,no,yes,1,-2.9,yes
32,university.degree,no,yes,no,1,-2.9,yes
28,high.school,no,yes,no,2,-2.9,yes
32,basic.9y,no,yes,no,1,-2.9,yes
26,professional.course,no,yes,no,2,-2.9,yes
67,basic.4y,unknown,no,no,1,-2.9,yes
33,university.degree,no,yes,no,3,-2.9,yes
26,high.school,no,no,no,1,-2.9,yes
26,university.degree,no,no,no,1,-2.9,yes
43,basic.9y,no,yes,no,1,-2.9,yes
40,high.school,no,yes,no,1,-2.9,yes
27,basic.9y,no,yes,yes,1,-2.9,yes
58,high.school,no,yes,no,1,-2.9,yes
32,high.school,no,yes,no,1,-2.9,yes
31,university.degree,no,yes,no,2,-2.9,yes
46,basic.9y,no,no,no,1,-2.9,yes
33,university.degree,no,yes,no,1,-2.9,yes
32,university.degree,no,yes,yes,1,-2.9,yes
32,university.degree,no,no,no,1,-2.9,yes
37,university.degree,no,no,no,1,-2.9,yes
41,high.school,no,yes,no,1,-2.9,yes
34,university.degree,no,yes,no,1,-2.9,yes
31,basic.9y,no,yes,yes,1,-2.9,yes
32,high.school,no,no,no,1,-2.9,yes
25,university.degree,no,no,no,1,-2.9,yes
41,professional.course,no,no,no,2,-2.9,yes
41,university.degree,no,no,no,1,-2.9,yes
46,basic.9y,no,no,no,2,-2.9,yes
26,university.degree,no,unknown,unknown,2,-2.9,yes
32,university.degree,no,yes,yes,1,-2.9,yes
32,university.degree,no,yes,no,1,-2.9,yes
32,university.degree,no,no,no,1,-2.9,yes
41,professional.course,no,unknown,unknown,1,-2.9,yes
28,high.school,no,yes,no,1,-2.9,yes
59,unknown,no,no,no,1,-2.9,yes
33,university.degree,no,yes,no,1,-2.9,yes
24,university.degree,no,no,no,1,-2.9,yes
24,university.degree,no,yes,yes,1,-2.9,yes
24,university.degree,no,yes,no,1,-2.9,yes
24,university.degree,no,no,no,1,-2.9,yes
46,basic.9y,no,yes,yes,4,-2.9,yes
23,high.school,no,no,no,1,-2.9,yes
30,university.degree,no,no,no,2,-2.9,yes
44,university.degree,no,no,no,2,-2.9,yes
28,professional.course,no,yes,no,1,-2.9,yes
40,university.degree,no,yes,no,1,-2.9,yes
47,basic.9y,no,yes,no,3,-2.9,yes
30,university.degree,no,no,no,2,-2.9,yes
53,unknown,no,yes,no,3,-2.9,yes
46,basic.9y,no,yes,no,2,-2.9,yes
25,professional.course,no,yes,no,2,-2.9,yes
31,university.degree,no,yes,no,1,-2.9,yes
31,professional.course,no,no,no,1,-2.9,yes
33,university.degree,no,no,no,3,-2.9,yes
28,professional.course,no,yes,no,2,-2.9,yes
43,university.degree,no,yes,no,2,-2.9,yes
28,high.school,no,no,no,4,-2.9,yes
40,professional.course,no,no,no,2,-2.9,yes
24,basic.9y,no,yes,no,2,-2.9,yes
30,university.degree,no,yes,no,2,-2.9,yes
31,high.school,no,no,no,4,-2.9,yes
59,professional.course,no,yes,no,1,-2.9,yes
33,university.degree,no,yes,no,2,-2.9,yes
53,university.degree,no,no,no,1,-2.9,yes
28,high.school,no,no,no,1,-2.9,yes
40,professional.course,no,no,no,2,-2.9,yes
40,university.degree,no,yes,no,1,-2.9,yes
58,basic.4y,no,yes,no,1,-2.9,yes
37,professional.course,no,no,no,1,-2.9,yes
28,high.school,no,yes,no,4,-2.9,yes
20,unknown,no,yes,no,1,-2.9,yes
28,professional.course,no,no,no,1,-2.9,yes
28,university.degree,no,yes,no,1,-2.9,yes
34,professional.course,no,yes,no,1,-2.9,yes
29,university.degree,no,yes,no,1,-2.9,yes
59,basic.4y,unknown,no,no,1,-2.9,yes
31,high.school,no,yes,no,2,-2.9,yes
28,basic.6y,no,no,no,2,-2.9,yes
29,university.degree,no,no,no,1,-2.9,yes
29,university.degree,no,yes,no,3,-2.9,yes
29,university.degree,no,yes,no,1,-2.9,yes
38,university.degree,no,no,no,1,-2.9,yes
48,university.degree,no,yes,no,2,-2.9,yes
30,university.degree,no,yes,no,3,-2.9,yes
36,university.degree,no,yes,no,2,-2.9,yes
29,high.school,no,no,no,1,-2.9,yes
42,university.degree,no,yes,no,1,-2.9,yes
50,basic.9y,no,unknown,unknown,1,-2.9,yes
23,high.school,no,no,no,2,-2.9,yes
29,high.school,no,yes,yes,2,-2.9,yes
40,basic.6y,no,no,no,1,-2.9,yes
29,high.school,no,no,no,2,-2.9,yes
69,high.school,no,no,no,2,-2.9,yes
30,university.degree,no,yes,no,2,-2.9,yes
69,high.school,no,no,no,2,-2.9,yes
61,university.degree,unknown,yes,no,2,-2.9,yes
52,university.degree,no,yes,yes,2,-2.9,yes
33,university.degree,no,yes,no,1,-2.9,yes
35,university.degree,no,no,no,3,-2.9,yes
53,basic.6y,no,yes,no,2,-2.9,yes
51,basic.6y,no,yes,no,2,-2.9,yes
51,basic.6y,no,no,no,2,-2.9,yes
45,university.degree,no,yes,no,1,-2.9,yes
29,university.degree,no,yes,yes,1,-2.9,yes
26,university.degree,no,no,yes,1,-2.9,yes
21,high.school,no,no,no,1,-2.9,yes
25,high.school,no,yes,no,1,-2.9,yes
42,university.degree,no,no,no,1,-2.9,yes
24,high.school,no,no,no,2,-2.9,yes
21,professional.course,no,yes,yes,1,-2.9,yes
30,university.degree,no,no,no,1,-2.9,yes
50,professional.course,no,yes,yes,1,-2.9,yes
25,high.school,no,yes,no,2,-2.9,yes
36,university.degree,no,yes,no,1,-2.9,yes
36,university.degree,no,no,no,1,-2.9,yes
30,university.degree,no,yes,no,2,-2.9,yes
25,university.degree,no,no,yes,1,-2.9,yes
31,university.degree,no,no,no,2,-2.9,yes
35,university.degree,no,yes,no,1,-2.9,yes
32,university.degree,no,no,yes,3,-2.9,yes
28,high.school,no,yes,yes,2,-2.9,yes
53,high.school,no,no,yes,1,-2.9,yes
35,university.degree,no,no,no,4,-2.9,yes
32,university.degree,no,yes,no,2,-2.9,yes
30,professional.course,no,no,no,1,-2.9,yes
28,university.degree,no,yes,no,1,-2.9,yes
30,professional.course,no,unknown,unknown,1,-2.9,yes
25,high.school,no,yes,yes,2,-2.9,yes
53,basic.9y,no,no,yes,2,-2.9,yes
24,high.school,no,unknown,unknown,3,-2.9,yes
53,basic.6y,no,no,no,3,-2.9,yes
22,high.school,no,no,yes,2,-2.9,yes
52,basic.9y,no,no,no,2,-2.9,yes
29,high.school,no,no,no,1,-2.9,yes
46,university.degree,no,yes,yes,1,-2.9,yes
30,university.degree,no,no,no,1,-2.9,yes
30,university.degree,no,no,yes,1,-2.9,yes
32,university.degree,no,no,no,1,-2.9,yes
28,university.degree,no,yes,no,1,-2.9,yes
32,university.degree,no,no,no,1,-2.9,yes
24,university.degree,no,no,no,2,-2.9,yes
51,basic.9y,no,no,no,1,-2.9,yes
28,professional.course,no,yes,yes,1,-2.9,yes
25,university.degree,no,no,no,1,-2.9,yes
59,university.degree,unknown,yes,no,1,-2.9,yes
31,university.degree,no,yes,no,1,-2.9,yes
21,university.degree,no,no,no,2,-2.9,yes
51,university.degree,no,yes,no,1,-2.9,yes
51,university.degree,no,no,no,1,-2.9,yes
29,high.school,no,yes,no,3,-2.9,yes
51,university.degree,no,no,no,2,-2.9,yes
31,university.degree,no,yes,no,2,-2.9,yes
48,university.degree,no,yes,no,3,-2.9,yes
30,unknown,no,yes,no,2,-2.9,yes
28,high.school,no,yes,no,3,-2.9,yes
25,basic.9y,no,yes,no,2,-2.9,yes
35,professional.course,no,yes,no,1,-2.9,yes
20,high.school,no,yes,no,2,-2.9,yes
30,university.degree,no,yes,no,2,-2.9,yes
34,high.school,no,no,no,2,-2.9,yes
45,unknown,no,no,no,2,-2.9,yes
53,university.degree,no,yes,no,2,-2.9,yes
36,professional.course,no,no,no,2,-2.9,yes
36,professional.course,no,yes,no,2,-2.9,yes
30,university.degree,no,no,yes,7,-2.9,yes
29,high.school,no,no,no,2,-2.9,yes
32,university.degree,no,no,no,2,-2.9,yes
27,high.school,no,yes,no,2,-2.9,yes
53,basic.4y,no,yes,no,3,-2.9,yes
27,university.degree,no,no,no,3,-2.9,yes
43,basic.6y,no,yes,no,6,-2.9,yes
25,unknown,no,no,no,3,-2.9,yes
47,university.degree,no,yes,no,4,-2.9,yes
36,university.degree,no,no,no,4,-2.9,yes
43,basic.6y,no,yes,no,4,-2.9,yes
44,university.degree,no,no,no,2,-2.9,yes
49,high.school,no,no,no,4,-2.9,yes
29,university.degree,no,no,no,2,-2.9,yes
38,professional.course,no,yes,no,4,-2.9,yes
25,university.degree,no,no,no,2,-2.9,yes
32,basic.4y,no,yes,no,2,-2.9,yes
25,unknown,no,no,no,7,-2.9,yes
54,basic.9y,no,no,no,2,-2.9,yes
54,basic.9y,no,yes,no,2,-2.9,yes
55,high.school,no,yes,yes,2,-2.9,yes
22,university.degree,no,yes,yes,6,-2.9,yes
22,university.degree,no,yes,no,4,-2.9,yes
50,university.degree,no,yes,no,7,-2.9,yes
33,university.degree,no,yes,no,3,-2.9,yes
28,high.school,no,no,no,2,-2.9,yes
32,university.degree,no,yes,no,2,-2.9,yes
20,unknown,no,no,no,1,-2.9,yes
44,unknown,no,no,yes,1,-2.9,yes
41,university.degree,no,yes,no,1,-2.9,yes
35,university.degree,no,yes,no,6,-2.9,yes
46,high.school,no,yes,no,1,-2.9,yes
30,university.degree,no,yes,no,1,-2.9,yes
36,university.degree,no,no,no,1,-2.9,yes
29,high.school,no,yes,no,1,-2.9,yes
31,university.degree,no,yes,no,2,-2.9,yes
74,basic.4y,no,yes,no,1,-2.9,yes
57,unknown,no,no,no,1,-2.9,yes
30,high.school,no,yes,no,2,-2.9,yes
57,basic.4y,no,yes,no,1,-2.9,yes
57,basic.4y,no,no,no,1,-2.9,yes
24,unknown,no,yes,no,1,-2.9,yes
24,unknown,no,no,yes,1,-2.9,yes
29,high.school,no,no,no,1,-2.9,yes
52,university.degree,no,yes,no,1,-2.9,yes
29,high.school,no,yes,yes,2,-2.9,yes
21,high.school,no,no,no,1,-2.9,yes
37,professional.course,no,no,no,1,-2.9,yes
35,university.degree,no,no,no,2,-2.9,yes
53,basic.4y,no,no,yes,2,-2.9,yes
53,basic.4y,no,yes,no,2,-2.9,yes
40,basic.4y,no,no,no,1,-2.9,yes
55,university.degree,no,yes,no,3,-2.9,yes
57,basic.4y,no,yes,yes,3,-2.9,yes
25,professional.course,no,yes,no,4,-2.9,yes
29,basic.4y,no,no,yes,3,-2.9,yes
25,university.degree,no,yes,yes,2,-2.9,yes
29,university.degree,no,no,yes,4,-2.9,yes
53,university.degree,no,no,yes,10,-2.9,yes
49,university.degree,no,no,no,2,-2.9,yes
25,university.degree,no,no,yes,6,-2.9,yes
32,high.school,no,yes,no,5,-2.9,yes
39,unknown,no,yes,no,3,-2.9,yes
40,university.degree,no,yes,no,3,-2.9,yes
40,professional.course,no,no,no,1,-2.9,yes
50,university.degree,no,no,no,1,-2.9,yes
39,university.degree,no,no,no,1,-2.9,yes
36,university.degree,no,no,yes,2,-2.9,yes
24,professional.course,no,no,no,1,-2.9,yes
36,basic.4y,no,no,no,1,-2.9,yes
64,university.degree,no,no,no,1,-2.9,yes
33,university.degree,no,no,no,1,-2.9,yes
50,high.school,no,no,no,3,-2.9,yes
55,university.degree,no,no,yes,2,-2.9,yes
51,high.school,no,yes,no,1,-2.9,yes
61,university.degree,no,yes,yes,4,-2.9,yes
24,unknown,no,no,yes,2,-2.9,yes
45,university.degree,no,no,no,1,-2.9,yes
45,university.degree,no,no,no,1,-2.9,yes
50,university.degree,no,no,no,1,-2.9,yes
60,university.degree,no,yes,no,1,-2.9,yes
59,basic.4y,no,yes,no,1,-2.9,yes
59,basic.4y,no,no,no,1,-2.9,yes
51,professional.course,no,no,no,1,-2.9,yes
46,university.degree,no,yes,no,1,-2.9,yes
46,university.degree,no,yes,no,1,-2.9,yes
32,university.degree,no,yes,no,1,-2.9,yes
56,unknown,no,yes,no,2,-2.9,yes
32,university.degree,no,no,no,2,-2.9,yes
50,university.degree,no,yes,no,5,-2.9,yes
60,basic.4y,no,yes,no,2,-2.9,yes
51,professional.course,no,yes,no,2,-2.9,yes
46,high.school,no,yes,no,1,-2.9,yes
57,basic.9y,no,yes,no,2,-2.9,yes
56,unknown,no,yes,no,2,-2.9,yes
21,high.school,no,yes,no,1,-2.9,yes
29,high.school,no,no,no,1,-2.9,yes
47,professional.course,no,yes,no,1,-2.9,yes
29,university.degree,no,no,no,6,-2.9,yes
48,university.degree,no,yes,no,2,-2.9,yes
30,university.degree,no,no,no,2,-2.9,yes
33,university.degree,no,no,no,1,-2.9,yes
56,high.school,no,yes,yes,2,-2.9,yes
31,university.degree,no,yes,no,4,-2.9,yes
23,high.school,no,no,no,3,-2.9,yes
37,university.degree,no,yes,no,2,-2.9,yes
28,university.degree,no,yes,no,4,-2.9,yes
53,high.school,no,no,no,1,-2.9,yes
33,university.degree,no,yes,no,1,-2.9,yes
25,unknown,unknown,yes,no,1,-2.9,yes
46,high.school,no,unknown,unknown,1,-2.9,yes
26,high.school,no,yes,no,1,-2.9,yes
23,high.school,no,yes,no,2,-2.9,yes
26,high.school,no,no,no,2,-2.9,yes
23,high.school,no,no,no,1,-2.9,yes
27,unknown,no,yes,no,1,-2.9,yes
33,high.school,no,no,no,1,-2.9,yes
40,university.degree,no,yes,no,1,-2.9,yes
31,high.school,no,yes,no,1,-2.9,yes
42,university.degree,no,no,no,1,-2.9,yes
42,university.degree,no,no,no,2,-2.9,yes
29,university.degree,no,yes,no,2,-2.9,yes
20,high.school,no,yes,no,1,-2.9,yes
44,unknown,no,yes,no,1,-2.9,yes
32,university.degree,no,yes,no,5,-2.9,yes
26,university.degree,no,yes,no,1,-2.9,yes
32,university.degree,no,yes,no,3,-2.9,yes
29,high.school,no,yes,no,2,-2.9,yes
23,high.school,no,no,no,2,-2.9,yes
23,professional.course,no,yes,no,4,-2.9,yes
27,university.degree,no,yes,no,2,-2.9,yes
35,high.school,no,no,no,4,-2.9,yes
51,university.degree,no,yes,no,5,-2.9,yes
30,university.degree,no,no,no,2,-2.9,yes
54,university.degree,no,no,yes,6,-2.9,yes
27,university.degree,no,no,yes,6,-2.9,yes
38,university.degree,no,no,no,5,-2.9,yes
44,high.school,no,no,no,5,-2.9,yes
42,university.degree,no,yes,no,1,-2.9,yes
61,professional.course,no,no,no,1,-2.9,yes
18,basic.9y,no,yes,no,1,-2.9,yes
47,university.degree,no,yes,yes,1,-2.9,yes
52,university.degree,no,no,no,1,-2.9,yes
29,high.school,no,unknown,unknown,1,-2.9,yes
51,university.degree,no,yes,no,1,-2.9,yes
34,professional.course,no,no,no,1,-2.9,yes
59,high.school,no,yes,no,2,-2.9,yes
34,professional.course,no,no,no,1,-2.9,yes
37,professional.course,no,yes,no,1,-2.9,yes
57,high.school,no,yes,yes,2,-2.9,yes
59,high.school,no,yes,no,1,-2.9,yes
20,high.school,no,no,yes,1,-2.9,yes
32,high.school,no,yes,yes,1,-2.9,yes
37,high.school,no,no,no,2,-2.9,yes
39,basic.9y,no,no,no,1,-2.9,yes
46,high.school,no,no,no,2,-2.9,yes
59,unknown,no,no,no,2,-2.9,yes
37,professional.course,no,no,no,3,-2.9,yes
42,unknown,no,no,no,4,-2.9,yes
52,university.degree,no,yes,yes,2,-2.9,yes
32,university.degree,no,no,yes,4,-2.9,yes
52,university.degree,no,no,no,1,-2.9,yes
24,high.school,no,no,no,1,-2.9,yes
54,high.school,no,yes,no,2,-2.9,yes
74,high.school,no,yes,no,1,-2.9,yes
42,unknown,no,yes,yes,4,-2.9,yes
31,professional.course,no,yes,no,2,-2.9,yes
35,university.degree,no,yes,no,1,-2.9,yes
25,university.degree,no,yes,no,1,-2.9,yes
44,university.degree,no,yes,no,2,-2.9,yes
76,basic.4y,no,yes,no,1,-2.9,yes
76,basic.4y,no,yes,no,2,-2.9,yes
46,high.school,no,yes,no,1,-2.9,yes
33,basic.9y,no,no,no,1,-2.9,yes
29,university.degree,no,no,no,2,-2.9,yes
75,basic.4y,no,no,yes,1,-2.9,yes
25,university.degree,no,yes,no,1,-2.9,yes
32,professional.course,no,no,no,1,-2.9,yes
51,unknown,no,no,no,1,-2.9,yes
70,basic.4y,no,yes,no,2,-2.9,yes
24,high.school,no,yes,no,1,-2.9,yes
41,university.degree,no,yes,no,1,-2.9,yes
41,university.degree,no,yes,no,1,-2.9,yes
33,high.school,no,yes,no,3,-2.9,yes
73,basic.4y,no,no,no,1,-2.9,yes
48,university.degree,no,no,yes,2,-2.9,yes
28,university.degree,no,no,no,1,-2.9,yes
36,basic.9y,no,yes,no,1,-2.9,yes
51,unknown,no,yes,yes,1,-2.9,yes
36,basic.9y,no,yes,no,1,-2.9,yes
27,high.school,no,no,no,1,-2.9,yes
29,high.school,no,no,no,1,-2.9,yes
76,university.degree,no,no,no,2,-2.9,yes
31,university.degree,no,yes,no,2,-2.9,yes
33,high.school,no,yes,no,2,-2.9,yes
43,high.school,no,yes,no,3,-2.9,yes
36,university.degree,no,no,no,1,-2.9,yes
38,professional.course,no,no,no,1,-2.9,yes
38,high.school,no,yes,yes,1,-2.9,yes
36,university.degree,no,no,no,1,-2.9,yes
36,university.degree,no,yes,no,2,-2.9,yes
37,university.degree,no,yes,no,1,-2.9,yes
65,basic.6y,no,no,no,2,-2.9,yes
33,high.school,no,yes,no,1,-2.9,yes
63,basic.4y,no,yes,no,1,-2.9,yes
31,high.school,no,no,yes,2,-2.9,yes
33,basic.9y,no,yes,yes,1,-2.9,yes
52,university.degree,no,yes,no,3,-2.9,yes
37,basic.9y,no,no,no,1,-2.9,yes
34,professional.course,no,yes,no,2,-2.9,yes
31,university.degree,no,no,no,1,-2.9,yes
58,professional.course,no,no,no,2,-2.9,yes
33,high.school,no,yes,no,3,-2.9,yes
26,professional.course,no,yes,no,2,-2.9,yes
61,university.degree,unknown,yes,no,1,-2.9,yes
52,high.school,no,yes,yes,1,-2.9,yes
52,high.school,no,no,no,1,-2.9,yes
85,professional.course,no,no,no,1,-2.9,yes
30,university.degree,no,no,no,3,-2.9,yes
57,university.degree,no,yes,no,1,-2.9,yes
35,university.degree,no,no,yes,1,-2.9,yes
80,illiterate,unknown,yes,yes,1,-2.9,yes
26,university.degree,no,no,no,1,-2.9,yes
44,university.degree,no,no,no,2,-2.9,yes
58,professional.course,no,yes,no,2,-2.9,yes
59,professional.course,no,no,no,1,-2.9,yes
59,professional.course,no,unknown,unknown,1,-2.9,yes
34,university.degree,no,no,no,2,-2.9,yes
50,unknown,no,yes,yes,2,-2.9,yes
49,university.degree,no,yes,no,2,-2.9,yes
27,university.degree,no,yes,no,2,-2.9,yes
36,university.degree,no,no,yes,2,-2.9,yes
42,unknown,no,yes,no,2,-2.9,yes
26,basic.9y,no,yes,no,1,-2.9,yes
49,high.school,no,yes,no,2,-2.9,yes
26,basic.9y,no,no,no,1,-2.9,yes
26,basic.9y,no,yes,no,1,-2.9,yes
27,university.degree,no,no,no,2,-2.9,yes
74,university.degree,no,yes,no,2,-2.9,yes
32,professional.course,no,yes,no,1,-2.9,yes
60,university.degree,no,no,no,1,-2.9,yes
56,basic.9y,no,yes,no,1,-2.9,yes
66,unknown,no,no,no,2,-2.9,yes
27,university.degree,no,yes,no,4,-2.9,yes
32,professional.course,no,no,no,2,-2.9,yes
48,high.school,no,no,no,1,-2.9,yes
20,basic.4y,no,yes,no,1,-2.9,yes
20,basic.4y,no,yes,no,1,-2.9,yes
33,high.school,no,yes,no,1,-2.9,yes
66,basic.9y,no,yes,no,3,-2.9,yes
28,university.degree,no,no,no,1,-2.9,yes
56,basic.9y,no,no,no,2,-2.9,yes
38,high.school,no,no,no,2,-2.9,yes
28,university.degree,no,no,no,5,-2.9,yes
23,high.school,no,yes,no,3,-2.9,yes
36,university.degree,no,no,no,1,-2.9,yes
22,high.school,no,yes,no,2,-2.9,yes
29,university.degree,no,yes,yes,3,-2.9,yes
31,professional.course,no,no,no,1,-2.9,yes
30,high.school,no,yes,no,2,-2.9,yes
39,high.school,no,no,no,2,-2.9,yes
32,basic.9y,no,yes,no,1,-2.9,yes
46,university.degree,no,yes,no,1,-2.9,yes
